s0,s10,s90,s90d,red_flag
136,87,140,20,0
37,28,14,2,0
50,40,15,2,0
91,66,75,12,0
39,34,13,0,0
31,14,6,2,0
37,26,15,3,0
105,83,108,12,0
44,28,11,2,0
99,72,75,11,0
113,83,132,21,0
35,30,8,3,0
41,25,7,0,0
102,57,66,9,0
113,79,85,9,0
107,83,130,18,0
46,32,13,0,0
96,67,63,11,0
49,44,19,0,0
41,34,11,0,0
104,71,73,9,0
98,51,39,4,0
104,85,113,16,0
51,35,13,1,0
37,28,8,2,0
109,78,127,15,0
39,35,11,0,0
95,60,59,2,0
84,51,62,5,0
116,83,106,12,0
107,72,83,20,0
55,29,22,1,0
39,30,22,0,0
42,34,17,0,0
51,36,19,1,0
42,28,10,2,0
94,67,92,6,0
29,28,12,2,0
106,72,117,16,0
120,67,79,11,0
46,38,16,4,0
93,80,84,16,0
44,36,11,5,0
90,46,32,1,0
87,93,99,10,0
99,67,84,13,0
114,77,90,8,0
41,30,8,2,0
104,84,107,9,0
112,83,98,16,0
41,33,21,1,0
114,114,125,19,0
38,36,13,0,0
43,32,11,0,0
32,26,11,0,0
112,85,122,27,0
118,74,133,20,0
37,23,8,0,0
114,73,156,21,0
109,82,108,18,0
125,93,181,25,0
97,69,74,15,0
109,88,92,11,0
45,32,16,0,0
56,26,14,0,0
125,93,142,25,0
101,79,75,4,0
11,11,13,1,0
103,68,116,28,0
54,34,14,2,0
47,24,13,3,0
11,5,17,0,0
66,48,14,1,0
101,85,80,12,0
38,31,11,0,0
92,52,26,0,0
35,36,10,4,0
59,33,14,0,0
49,34,18,3,0
48,36,45,6,0
36,29,3,0,0
40,33,13,0,0
41,31,22,4,0
111,90,113,18,0
44,34,18,3,0
44,33,15,3,0
120,88,123,18,0
99,65,100,10,0
83,34,25,3,0
133,60,147,14,0
35,26,13,3,0
113,76,97,8,0
37,38,9,4,0
102,76,124,8,0
41,40,17,6,0
44,36,4,0,0
98,67,107,6,0
45,39,11,1,0
91,41,31,1,0
108,78,80,15,0
93,43,26,6,0
99,51,36,2,0
111,63,86,14,0
107,94,74,16,0
42,32,17,2,0
52,38,18,1,0
41,30,19,1,0
18,25,12,6,0
40,35,5,4,0
106,74,88,13,0
43,36,8,4,0
106,77,99,9,0
45,29,18,0,0
106,50,16,2,0
69,36,16,0,0
68,29,12,0,0
111,75,62,15,0
97,74,68,12,0
50,35,7,0,0
100,59,83,6,0
49,30,9,2,0
89,44,45,2,0
91,78,59,8,0
101,64,90,10,0
52,39,43,5,0
26,11,11,2,0
103,77,100,13,0
48,40,15,2,0
27,28,13,0,0
39,28,19,0,0
36,30,16,0,0
43,27,13,3,0
46,29,12,0,0
37,34,21,5,0
39,32,12,2,0
124,90,125,31,0
97,48,43,0,0
42,31,21,0,0
114,73,91,9,0
42,32,11,3,0
37,24,10,2,0
41,37,15,3,0
94,66,80,6,0
36,27,15,5,0
101,76,97,10,0
51,28,9,0,0
63,39,12,3,0
41,37,27,3,0
36,32,2,1,0
96,68,80,4,0
40,34,18,1,0
49,33,13,1,0
36,31,8,2,0
101,66,54,3,0
45,29,15,0,0
49,29,17,2,0
96,61,68,5,0
90,69,81,6,0
90,70,66,6,0
44,35,15,4,0
112,81,100,8,0
50,36,20,2,0
102,76,64,17,0
98,73,74,7,0
39,35,9,3,0
134,113,142,30,0
120,83,173,18,0
45,31,8,0,0
41,33,10,0,0
24,27,5,2,0
121,83,137,22,0
84,29,32,1,0
108,89,97,17,0
95,39,30,2,0
32,30,10,0,0
37,27,10,2,0
44,32,25,0,0
98,61,75,11,0
105,52,45,2,0
116,87,114,27,0
97,72,79,19,0
105,67,73,15,0
42,35,13,1,0
115,70,125,10,0
102,81,89,15,0
41,35,7,0,0
43,32,17,0,0
43,29,17,3,0
120,89,120,16,0
42,32,16,0,0
37,29,11,0,0
104,71,111,7,0
107,78,82,20,0
94,61,63,11,0
39,32,22,0,0
48,29,9,0,0
41,31,25,0,0
101,69,100,14,0
97,49,40,6,0
36,33,12,1,0
113,88,130,20,0
110,88,126,9,0
108,84,126,24,0
99,90,97,20,0
32,30,16,3,0
36,26,13,0,0
109,75,89,9,0
45,37,11,0,0
96,70,74,8,0
43,34,10,0,0
101,71,82,7,0
96,69,63,8,0
31,28,17,5,0
41,36,9,0,0
46,29,12,0,0
51,45,22,4,0
43,38,5,3,0
34,28,13,4,0
109,106,105,2,0
97,77,73,14,0
35,34,16,0,0
28,26,8,2,0
41,29,14,0,0
76,40,12,9,0
99,67,78,14,0
72,41,39,1,0
40,27,14,0,0
38,29,14,0,0
130,68,166,25,0
78,21,26,0,0
35,27,12,0,0
122,71,93,22,0
36,33,14,4,0
41,27,8,3,0
50,30,15,1,0
53,39,9,0,0
108,61,71,8,0
102,69,90,12,0
48,34,13,3,0
106,68,100,4,0
30,24,9,0,0
120,69,109,24,0
97,53,34,0,0
35,23,10,0,0
64,94,126,88,1
39,36,10,1,0
22,25,8,3,0
31,26,11,3,0
105,82,121,20,0
84,79,71,4,0
34,29,10,4,0
123,77,113,12,0
121,92,140,11,0
41,31,9,0,0
37,31,16,2,0
106,80,82,13,0
115,82,103,14,0
46,31,14,1,0
94,79,56,1,0
40,33,12,0,0
114,81,95,18,0
96,46,33,2,0
111,66,106,14,0
44,30,19,0,0
102,72,65,4,0
37,25,16,0,0
99,64,93,5,0
109,99,104,18,0
41,37,7,2,0
124,121,149,20,0
44,35,13,0,0
62,40,16,0,0
96,70,64,14,0
101,78,98,14,0
97,75,116,12,0
109,76,106,18,0
102,91,102,24,0
49,37,11,0,0
49,28,6,1,0
48,30,16,0,0
103,75,115,15,0
48,28,10,1,0
91,70,62,2,0
79,113,108,11,0
101,51,97,13,0
88,42,17,0,0
91,75,84,14,0
104,72,114,16,0
107,58,70,6,0
115,88,124,17,0
96,80,69,6,0
47,27,14,0,0
116,66,76,23,0
113,68,126,8,0
30,29,17,0,0
101,74,64,14,0
55,32,19,0,0
44,30,17,2,0
31,30,13,0,0
102,69,71,8,0
107,69,115,10,0
101,78,97,23,0
101,69,87,8,0
106,54,39,0,0
60,25,2,1,0
40,31,12,1,0
39,26,10,2,0
31,24,12,0,0
103,42,35,1,0
99,59,65,5,0
95,70,61,10,0
24,20,74,5,0
86,43,19,7,0
90,63,85,17,0
77,71,69,8,0
95,71,54,9,0
96,67,71,10,0
43,33,14,6,0
112,69,88,9,0
109,98,147,24,0
42,47,17,0,0
109,81,104,7,0
102,55,59,7,0
40,24,10,0,0
64,48,13,2,0
18,11,17,2,0
45,37,9,1,0
111,76,81,12,0
47,33,17,2,0
99,76,102,19,0
42,29,7,0,0
86,38,20,0,0
32,24,7,0,0
57,25,12,2,0
74,37,22,3,0
102,77,119,9,0
111,84,137,22,0
108,65,65,5,0
32,29,5,2,0
44,31,16,0,0
107,85,109,12,0
48,38,13,6,0
104,44,51,6,0
92,70,88,9,0
100,69,66,13,0
47,29,14,5,0
94,74,83,20,0
92,57,63,6,0
108,68,125,19,0
48,41,13,1,0
36,34,15,0,0
50,30,18,0,0
79,62,119,78,1
34,25,19,2,0
46,39,9,0,0
106,82,92,15,0
101,76,87,6,0
44,27,3,0,0
43,25,16,3,0
91,75,71,9,0
88,64,80,11,0
34,33,13,2,0
91,78,87,13,0
128,84,140,17,0
27,30,9,2,0
96,66,71,5,0
101,76,64,16,0
96,68,113,19,0
90,75,73,17,0
32,30,49,5,0
35,25,9,1,0
99,62,76,1,0
21,29,27,2,0
92,59,91,14,0
104,88,102,8,0
89,43,106,55,1
30,18,14,0,0
96,38,25,4,0
107,76,75,7,0
43,37,14,1,0
89,40,23,6,0
48,34,13,2,0
94,63,68,3,0
104,78,91,18,0
39,26,12,0,0
106,81,88,13,0
36,38,13,6,0
105,57,42,6,0
48,24,16,4,0
31,26,8,2,0
101,66,84,8,0
82,42,30,0,0
122,66,120,21,0
111,68,93,17,0
35,30,15,0,0
107,64,103,16,0
14,23,27,0,0
43,29,11,2,0
42,30,9,1,0
107,74,89,12,0
33,31,14,1,0
121,72,110,11,0
97,89,97,9,0
108,67,128,20,0
40,33,12,2,0
97,63,74,18,0
107,61,121,12,0
38,36,18,4,0
84,48,24,4,0
33,26,9,2,0
41,31,17,1,0
47,28,8,1,0
31,28,5,5,0
53,41,17,0,0
36,29,12,3,0
109,79,86,11,0
110,88,124,21,0
102,72,77,4,0
105,64,88,17,0
38,28,8,0,0
40,27,15,0,0
48,33,22,0,0
33,21,14,0,0
43,42,13,3,0
123,85,111,15,0
10,10,3,0,0
106,76,98,8,0
104,48,30,0,0
55,37,13,2,0
95,58,69,13,0
116,72,92,10,0
43,27,15,0,0
86,41,21,0,0
82,37,32,0,0
101,83,103,19,0
69,90,146,141,1
44,30,15,0,0
106,86,91,10,0
113,85,77,14,0
112,80,121,8,0
106,77,118,21,0
62,32,17,0,0
42,37,15,0,0
99,89,75,3,0
94,66,81,10,0
93,44,29,4,0
50,32,26,7,0
79,28,28,1,0
39,34,13,0,0
107,84,115,22,0
34,35,13,3,0
47,34,26,0,0
43,34,12,0,0
89,39,27,5,0
105,82,138,14,0
104,59,76,5,0
36,27,16,4,0
38,37,11,0,0
44,29,13,2,0
102,60,72,11,0
102,62,110,13,0
44,33,13,0,0
34,27,7,5,0
118,87,123,16,0
123,86,107,9,0
108,76,108,18,0
42,34,12,0,0
107,79,118,10,0
104,79,118,20,0
56,36,17,4,0
109,87,149,16,0
38,36,7,3,0
105,70,116,25,0
47,40,19,1,0
34,27,3,1,0
40,36,19,1,0
112,77,67,9,0
42,29,16,7,0
117,96,115,13,0
45,94,97,86,1
91,51,17,0,0
112,96,103,15,0
51,30,10,0,0
37,28,5,0,0
94,77,51,3,0
29,31,11,0,0
41,17,18,1,0
111,72,69,10,0
102,83,92,16,0
113,76,90,11,0
107,64,116,21,0
45,37,13,0,0
40,29,14,4,0
33,34,13,3,0
46,30,14,3,0
112,57,95,19,0
83,43,18,0,0
47,43,18,0,0
100,66,64,8,0
105,86,93,7,0
42,42,17,2,0
35,27,12,6,0
97,67,68,7,0
35,27,18,2,0
122,81,157,17,0
116,84,130,15,0
100,52,28,4,0
50,27,21,0,0
102,89,80,6,0
56,53,14,3,0
103,82,149,20,0
121,77,144,22,0
98,83,64,11,0
44,33,12,2,0
90,67,105,14,0
90,64,77,5,0
39,23,14,4,0
47,32,8,0,0
98,69,82,15,0
34,21,8,1,0
106,96,107,19,0
99,45,22,2,0
50,31,12,3,0
84,66,101,17,0
115,90,121,36,1
32,25,6,3,0
67,25,23,0,0
47,29,22,6,0
104,87,139,15,0
36,32,10,2,0
89,40,25,0,0
37,43,7,1,0
33,27,10,1,0
42,35,10,2,0
87,69,68,2,0
96,56,69,11,0
103,91,148,24,0
91,74,103,10,0
28,23,14,0,0
96,36,90,10,0
62,41,15,1,0
48,42,16,0,0
117,85,101,18,0
104,93,98,13,0
105,72,113,5,0
40,29,9,2,0
35,38,20,0,0
87,66,60,6,0
107,74,116,16,0
42,27,19,2,0
34,25,6,1,0
86,51,60,9,0
41,28,9,3,0
101,62,105,12,0
35,28,9,0,0
39,29,13,0,0
44,27,9,3,0
69,52,41,10,0
97,85,67,14,0
39,33,19,0,0
46,36,12,0,0
98,66,55,8,0
29,34,9,5,0
104,74,82,0,0
106,89,104,14,0
86,66,76,7,0
29,28,14,3,0
51,41,21,2,0
97,89,127,17,0
39,24,11,3,0
41,36,8,0,0
111,89,96,16,0
95,75,82,15,0
93,44,22,0,0
50,32,17,4,0
116,86,173,29,0
98,72,89,8,0
108,68,116,15,0
37,29,15,0,0
31,27,13,0,0
37,28,22,0,0
106,62,121,9,0
109,58,46,0,0
38,31,14,1,0
60,28,10,0,0
32,25,11,0,0
97,66,60,8,0
33,27,19,4,0
105,71,122,10,0
123,72,146,24,0
79,40,19,5,0
87,64,79,4,0
104,95,122,21,0
88,75,50,10,0
26,11,16,0,0
94,71,69,12,0
42,30,10,0,0
47,28,8,1,0
98,84,74,7,0
46,31,13,0,0
101,78,95,14,0
35,34,11,0,0
36,28,8,1,0
105,40,38,3,0
101,83,102,24,0
90,77,70,10,0
101,88,149,13,0
39,29,12,1,0
31,22,15,4,0
48,30,17,3,0
100,81,112,21,0
51,31,13,1,0
106,52,91,12,0
94,54,31,3,0
86,46,12,0,0
58,22,87,11,0
111,74,110,22,0
48,38,11,0,0
36,25,7,4,0
45,30,15,0,0
95,72,76,10,0
94,80,66,12,0
111,74,76,11,0
60,34,69,0,0
99,82,138,10,0
41,29,19,3,0
41,32,15,3,0
116,66,98,14,0
119,75,129,25,0
102,66,106,5,0
39,28,9,4,0
45,26,16,4,0
29,20,22,1,0
35,28,17,1,0
108,66,123,14,0
38,29,14,4,0
108,70,79,8,0
96,49,27,0,0
47,36,17,2,0
40,24,12,0,0
47,40,18,0,0
37,30,13,0,0
81,71,58,14,0
121,84,109,27,0
34,26,21,1,0
80,38,23,0,0
106,74,71,8,0
125,79,91,16,0
100,70,120,13,0
37,29,18,0,0
93,75,91,11,0
98,68,83,13,0
108,46,99,22,0
95,46,27,1,0
102,74,79,12,0
97,63,79,8,0
113,94,80,10,0
40,65,43,9,0
47,28,13,2,0
109,69,121,5,0
111,78,68,6,0
44,52,79,20,0
47,34,7,0,0
60,35,21,0,0
95,55,26,0,0
54,32,16,3,0
112,73,122,30,0
37,34,8,0,0
26,23,16,0,0
116,116,113,17,0
37,30,10,1,0
117,82,121,16,0
130,90,223,37,1
100,72,91,12,0
43,30,15,1,0
114,95,88,8,0
49,35,11,0,0
93,42,29,3,0
35,29,13,2,0
136,83,125,21,0
41,26,18,3,0
34,36,12,1,0
56,34,27,1,0
96,58,92,11,0
38,27,14,0,0
110,79,106,16,0
37,32,13,0,0
49,28,25,0,0
113,76,94,10,0
110,59,99,7,0
94,72,86,12,0
112,65,87,10,0
93,78,98,10,0
115,75,98,9,0
49,25,16,1,0
35,23,21,0,0
44,35,13,1,0
32,28,10,3,0
120,90,130,30,0
19,16,14,4,0
136,93,166,25,0
96,73,96,12,0
41,28,14,0,0
41,27,14,3,0
109,75,98,11,0
118,78,131,16,0
97,80,113,18,0
92,31,22,1,0
82,69,97,86,1
104,75,85,13,0
45,30,25,0,0
39,31,12,2,0
100,73,88,14,0
68,55,19,0,0
105,73,95,7,0
39,35,12,3,0
41,38,31,3,0
41,22,19,3,0
42,28,11,0,0
121,83,112,14,0
123,73,121,15,0
43,28,17,6,0
16,16,9,4,0
99,74,119,20,0
96,61,85,12,0
41,31,18,4,0
98,67,65,7,0
61,31,21,0,0
65,33,26,6,0
100,69,115,14,0
38,32,9,0,0
103,63,66,9,0
103,78,115,17,0
82,62,86,11,0
81,53,54,3,0
39,24,14,0,0
101,83,101,10,0
70,73,99,61,1
96,55,47,4,0
40,34,12,2,0
12,14,18,4,0
49,43,10,0,0
35,24,9,0,0
113,88,137,21,0
68,27,18,2,0
94,53,95,15,0
117,74,97,5,0
29,30,15,1,0
85,41,19,0,0
108,71,83,5,0
112,79,136,12,0
28,18,17,1,0
119,83,120,19,0
97,79,120,19,0
48,30,15,1,0
102,79,109,21,0
104,64,94,17,0
41,21,15,0,0
43,27,7,2,0
44,40,10,5,0
73,30,19,5,0
42,32,21,0,0
32,26,14,6,0
40,30,18,0,0
96,75,123,12,0
40,25,15,0,0
103,85,68,9,0
118,91,120,31,0
87,68,42,3,0
49,33,1,0,0
88,33,28,2,0
91,61,64,14,0
105,64,144,12,0
105,64,60,8,0
42,25,10,0,0
101,66,77,10,0
99,60,56,3,0
42,35,16,0,0
102,66,90,13,0
35,21,6,6,0
38,30,17,3,0
46,42,14,0,0
48,27,11,2,0
99,43,29,0,0
12,15,17,1,0
33,30,14,2,0
97,62,94,11,0
76,36,26,0,0
53,48,15,2,0
94,74,93,13,0
106,107,106,9,0
93,54,64,10,0
121,86,111,22,0
68,33,25,10,0
100,71,88,14,0
89,48,25,4,0
101,66,82,14,0
110,71,76,7,0
112,70,82,14,0
89,56,46,8,0
36,29,12,1,0
74,50,17,7,0
45,39,11,2,0
42,27,14,0,0
105,61,78,7,0
33,21,10,1,0
38,29,15,0,0
107,73,108,14,0
88,38,35,3,0
42,33,19,0,0
102,48,50,4,0
84,36,19,2,0
101,68,81,3,0
37,28,9,0,0
83,61,78,5,0
95,74,69,9,0
101,84,126,17,0
99,73,97,14,0
126,83,114,13,0
101,68,60,11,0
123,77,114,12,0
101,48,28,3,0
31,29,10,0,0
104,68,91,9,0
110,83,111,9,0
108,79,91,8,0
27,20,14,5,0
41,33,14,2,0
46,31,13,0,0
48,29,9,0,0
111,71,150,15,0
93,48,48,1,0
85,30,20,0,0
32,27,12,0,0
97,81,85,13,0
98,89,103,6,0
102,82,135,21,0
44,24,7,0,0
108,88,104,19,0
105,55,73,14,0
35,29,9,3,0
63,47,186,67,1
38,39,8,2,0
38,33,11,0,0
37,29,15,0,0
107,76,96,19,0
101,59,125,16,0
31,26,10,0,0
107,68,97,14,0
104,65,80,7,0
114,90,113,26,0
115,81,119,22,0
48,28,48,2,0
41,24,16,0,0
41,33,18,0,0
36,29,6,3,0
114,82,113,17,0
107,76,87,13,0
81,74,75,2,0
85,64,73,9,0
91,41,29,0,0
34,28,14,3,0
117,84,128,20,0
103,69,65,5,0
32,27,9,0,0
95,68,72,8,0
104,69,111,10,0
28,21,12,0,0
52,34,12,0,0
46,43,15,1,0
110,102,140,15,0
112,62,114,12,0
125,75,142,35,0
37,28,13,2,0
44,29,15,1,0
98,84,109,5,0
34,24,7,7,0
45,29,15,2,0
72,53,24,1,0
96,82,76,9,0
112,76,97,7,0
49,82,112,145,1
31,29,12,1,0
113,66,63,6,0
95,67,50,0,0
98,59,85,7,0
43,30,11,0,0
112,93,116,12,0
93,56,61,8,0
47,27,11,0,0
101,83,98,14,0
104,78,84,12,0
107,64,94,9,0
131,79,172,11,0
44,29,9,0,0
67,26,29,5,0
74,30,14,3,0
95,71,106,28,0
50,37,14,0,0
18,15,14,2,0
41,26,9,0,0
111,76,81,11,0
113,80,143,17,0
46,30,21,0,0
110,52,116,29,0
90,29,25,7,0
105,66,100,16,0
121,77,95,24,0
30,28,4,0,0
112,79,142,12,0
109,82,86,11,0
32,30,9,4,0
31,34,13,0,0
104,53,83,10,0
46,24,26,8,0
108,77,114,12,0
74,73,100,44,1
103,71,75,12,0
112,101,108,10,0
35,36,13,3,0
99,67,68,4,0
113,85,84,14,0
89,70,64,5,0
117,48,124,12,0
41,29,8,0,0
43,26,12,2,0
106,87,115,18,0
99,62,96,12,0
116,85,95,13,0
42,33,21,5,0
36,27,12,2,0
92,49,28,0,0
98,74,125,13,0
57,37,40,0,0
94,65,52,5,0
44,27,13,1,0
116,58,95,17,0
110,92,153,26,0
32,32,6,0,0
43,34,14,0,0
111,57,72,10,0
41,37,6,3,0
39,30,13,0,0
102,80,96,7,0
90,79,87,16,0
94,43,35,5,0
96,78,133,15,0
42,36,20,1,0
118,85,114,20,0
12,16,8,2,0
34,37,10,5,0
52,33,11,0,0
89,70,63,10,0
107,74,129,8,0
100,88,82,11,0
34,27,20,0,0
107,64,101,9,0
36,27,15,2,0
106,76,99,10,0
44,26,11,0,0
90,62,65,6,0
15,12,11,0,0
94,42,27,8,0
48,39,8,0,0
101,42,30,0,0
45,38,13,0,0
106,60,98,8,0
47,38,20,2,0
39,33,8,1,0
48,40,18,3,0
115,91,114,12,0
40,36,10,1,0
46,28,6,0,0
78,85,115,82,1
41,28,6,0,0
109,99,89,15,0
101,81,102,8,0
107,72,73,12,0
39,27,10,0,0
23,24,7,0,0
12,11,11,2,0
115,75,133,10,0
51,31,7,1,0
88,36,28,0,0
104,75,76,8,0
47,34,12,3,0
41,30,20,2,0
83,54,71,6,0
119,79,137,12,0
84,45,27,1,0
37,23,8,6,0
98,66,102,15,0
104,63,92,15,0
37,27,9,0,0
97,53,37,0,0
103,63,104,21,0
102,74,64,11,0
88,43,25,3,0
53,21,21,5,0
14,21,28,0,0
109,85,106,13,0
105,48,29,0,0
115,75,98,9,0
57,30,17,3,0
96,76,76,6,0
87,72,76,18,0
39,29,13,3,0
104,78,105,10,0
37,33,13,4,0
47,37,12,0,0
44,26,12,0,0
32,23,12,2,0
35,26,8,0,0
88,66,61,6,0
97,73,72,7,0
47,29,14,3,0
104,57,76,15,0
38,25,15,0,0
74,47,20,0,0
11,16,14,0,0
45,27,15,2,0
111,77,104,11,0
102,74,119,14,0
45,29,11,4,0
97,75,119,8,0
41,33,22,0,0
96,69,70,9,0
106,77,105,22,0
48,35,15,4,0
124,89,158,26,0
38,29,18,0,0
28,28,7,0,0
89,38,25,6,0
99,75,137,10,0
51,31,11,2,0
94,47,33,5,0
103,56,67,14,0
47,41,14,2,0
35,23,13,1,0
41,26,6,1,0
46,25,19,0,0
43,23,13,0,0
36,31,8,3,0
98,59,118,10,0
85,35,34,2,0
48,19,38,2,0
99,76,90,13,0
102,66,96,2,0
95,73,65,6,0
31,35,14,2,0
109,78,107,13,0
109,65,104,12,0
116,72,81,16,0
49,42,18,0,0
42,34,14,1,0
102,65,100,12,0
101,81,95,8,0
44,32,13,0,0
93,46,91,7,0
12,10,19,0,0
123,84,138,28,0
101,70,103,14,0
46,41,74,14,0
58,29,16,0,0
99,79,76,9,0
67,80,91,76,1
102,79,77,12,0
106,80,93,12,0
99,70,87,10,0
105,74,90,8,0
101,65,77,9,0
113,82,115,22,0
116,69,87,16,0
47,30,14,0,0
101,66,58,3,0
104,78,114,6,0
116,46,104,4,0
91,60,78,5,0
48,43,13,7,0
100,82,118,14,0
112,76,102,11,0
41,23,21,0,0
26,10,5,6,0
36,35,10,3,0
42,28,18,4,0
120,90,114,25,0
102,73,106,9,0
41,22,11,2,0
39,30,8,2,0
122,83,173,34,0
96,78,100,17,0
44,29,17,1,0
33,34,12,0,0
122,56,128,25,0
44,34,22,6,0
120,80,107,22,0
111,67,117,13,0
39,35,11,0,0
26,21,6,2,0
114,68,124,21,0
115,102,123,16,0
38,24,13,0,0
50,30,18,3,0
47,25,9,4,0
45,29,16,1,0
44,43,16,2,0
34,35,7,0,0
48,33,17,1,0
42,28,18,0,0
78,35,14,0,0
98,73,69,10,0
46,28,15,0,0
32,35,14,1,0
39,26,14,3,0
45,34,15,2,0
102,72,57,6,0
120,104,130,15,0
112,74,113,16,0
113,74,86,5,0
102,73,125,11,0
35,26,9,0,0
103,66,110,12,0
96,75,116,12,0
43,27,8,0,0
41,26,19,0,0
103,78,107,16,0
69,57,53,6,0
49,32,11,0,0
99,68,71,10,0
32,30,18,0,0
108,93,107,19,0
33,30,13,0,0
109,67,88,15,0
53,40,20,1,0
98,74,64,10,0
90,54,15,0,0
103,72,101,24,0
106,66,57,4,0
96,67,78,9,0
95,62,96,16,0
39,31,11,0,0
42,33,22,2,0
113,98,113,29,0
107,84,79,8,0
84,93,116,27,0
103,78,78,9,0
36,32,15,1,0
111,69,101,11,0
89,47,60,7,0
119,71,105,11,0
27,14,14,0,0
39,31,14,1,0
84,73,78,9,0
72,85,106,76,1
94,83,98,8,0
88,40,19,0,0
98,79,114,18,0
98,42,33,0,0
107,69,96,16,0
99,72,109,20,0
101,81,125,20,0
42,30,18,3,0
105,68,90,11,0
39,30,10,1,0
57,41,22,3,0
38,32,13,0,0
36,26,13,0,0
39,19,16,2,0
95,72,69,1,0
111,83,100,7,0
125,82,108,9,0
98,77,82,19,0
107,42,27,3,0
50,28,10,0,0
106,49,29,4,0
109,69,98,13,0
92,34,17,0,0
45,29,17,0,0
62,38,12,4,0
35,29,10,1,0
95,78,75,5,0
90,60,83,7,0
100,80,84,3,0
98,32,13,4,0
98,75,80,13,0
100,77,86,13,0
12,17,11,6,0
103,83,73,6,0
100,55,62,9,0
45,31,9,0,0
64,83,122,140,1
56,40,20,0,0
131,51,141,19,0
100,67,62,6,0
43,31,14,0,0
59,34,13,2,0
107,88,156,15,0
47,29,14,0,0
35,24,13,2,0
46,26,22,1,0
37,25,19,6,0
106,76,129,21,0
42,41,11,1,0
48,35,7,3,0
25,20,13,0,0
35,29,15,1,0
43,32,14,1,0
96,67,101,18,0
40,38,7,2,0
77,32,17,3,0
37,25,10,1,0
37,25,17,0,0
52,36,10,2,0
84,40,20,0,0
53,38,10,1,0
34,32,17,3,0
98,56,34,5,0
105,71,88,11,0
115,75,116,17,0
123,89,143,33,0
94,47,23,0,0
39,32,17,1,0
103,67,98,7,0
31,22,7,0,0
122,98,116,14,0
32,22,16,0,0
88,65,56,2,0
46,32,12,0,0
34,26,20,2,0
34,31,13,0,0
50,37,17,3,0
31,28,16,0,0
97,42,20,1,0
94,76,76,9,0
41,30,11,3,0
42,31,12,1,0
44,38,16,0,0
35,29,7,0,0
35,30,8,0,0
106,38,41,2,0
54,35,16,9,0
36,25,13,1,0
77,67,114,85,1
126,85,118,12,0
34,33,12,0,0
42,25,11,3,0
121,98,122,22,0
31,28,5,1,0
102,82,151,13,0
40,21,18,0,0
38,31,10,0,0
30,22,11,1,0
121,94,140,25,0
36,30,10,0,0
43,29,12,4,0
111,53,87,11,0
45,21,15,3,0
28,24,9,0,0
116,81,110,14,0
91,70,60,12,0
69,32,18,0,0
42,35,14,3,0
110,82,88,14,0
38,26,11,1,0
15,11,12,0,0
32,28,22,2,0
46,28,23,0,0
119,84,108,14,0
94,69,79,14,0
52,27,17,0,0
69,77,151,80,1
102,70,86,19,0
43,29,17,0,0
45,26,11,0,0
109,69,97,12,0
111,95,98,7,0
68,34,16,3,0
49,30,14,0,0
49,26,20,3,0
53,35,10,0,0
101,63,91,7,0
30,27,9,0,0
103,79,108,17,0
12,14,22,1,0
37,26,10,3,0
51,27,16,0,0
94,74,83,8,0
38,31,18,7,0
108,69,79,3,0
45,31,24,2,0
108,89,109,10,0
39,26,12,4,0
108,83,132,24,0
42,32,12,1,0
109,72,124,21,0
118,83,110,9,0
111,62,75,16,0
40,31,14,3,0
35,39,13,0,0
37,31,19,0,0
106,74,104,17,0
112,74,85,11,0
42,38,6,3,0
108,60,44,0,0
45,31,23,0,0
107,64,82,14,0
35,20,11,0,0
107,73,118,12,0
45,41,6,0,0
40,34,10,6,0
82,33,18,0,0
53,28,17,5,0
44,32,16,0,0
100,40,29,3,0
105,61,154,19,0
108,76,80,11,0
113,73,95,12,0
43,30,6,1,0
41,29,6,1,0
97,52,69,8,0
125,85,98,26,0
25,23,7,3,0
103,85,127,12,0
109,91,105,16,0
38,27,21,3,0
73,51,11,1,0
100,53,64,4,0
100,69,94,13,0
38,39,21,3,0
43,32,14,0,0
103,73,92,7,0
36,41,12,1,0
80,33,19,0,0
90,44,35,0,0
107,72,82,10,0
38,32,16,3,0
113,80,110,12,0
41,36,13,1,0
101,75,107,8,0
49,30,20,0,0
93,57,82,7,0
107,69,63,10,0
97,70,71,10,0
41,26,9,1,0
37,19,11,0,0
46,22,20,0,0
42,29,31,3,0
107,76,83,11,0
99,63,77,5,0
112,77,87,17,0
36,34,13,0,0
46,28,14,0,0
34,29,11,0,0
83,42,15,2,0
71,30,11,1,0
120,107,139,23,0
34,22,8,0,0
105,46,29,2,0
114,89,90,14,0
94,67,75,9,0
59,33,17,2,0
40,35,5,4,0
37,27,20,0,0
24,55,29,3,0
73,81,123,54,1
35,37,11,0,0
66,73,102,78,1
95,56,88,11,0
32,22,7,0,0
31,27,11,2,0
76,39,21,1,0
115,79,109,24,0
107,83,78,19,0
91,48,23,1,0
29,26,12,0,0
42,34,17,5,0
37,25,6,2,0
41,30,16,0,0
100,81,94,14,0
29,22,7,2,0
112,87,109,16,0
85,42,29,0,0
41,33,14,0,0
37,26,12,0,0
43,34,8,3,0
107,71,96,10,0
94,59,86,5,0
92,58,70,12,0
112,85,86,10,0
56,30,13,9,0
52,28,13,0,0
107,80,109,8,0
119,75,140,11,0
36,24,14,0,0
40,25,8,4,0
102,67,96,16,0
115,84,115,15,0
103,77,99,17,0
